hotel_name,location,wrote,rating,title,review_text
Melia Caribe Beach Resort,"Medellin, Colombia",October 2021,5,Renovando el Pacto 2021,"Nos encantó las atenciones del personal en sentido general. La chica encantadora (flaquita, blanca) de los helados en el restautant del Lobby. Los empleados del restaurant internacional sin importar cenar a las 10pm siendo los últimos clientes de la noche del viernes nos atendieron como si fuéramos los primeros del día. Waao! Mi esposo apurado por irse al ser tarde y ellos decían que cenáramos tranquilos, sin apuro. Un gesto que nos hizo sentir muy especial y honrados. El personal de la playa en nuestro coctel de bienvenida muy atentos en todo tiempo. También el personal del restaurant mexicano esos chicos son tremendos. Algo que nos llamó mucho la atención y disfrutábamos fue cuando se cantaba cumpleaños feliz. Mantengan esa costumbre. Se siente muy lindo! Hay mucho qué"
Melia Caribe Beach Resort,"Medellin, Colombia",October 2021,5,Excelente vacaciones en melia,"Mi vacaciones en el hotel de melia fueron de la mejor pude disfrutar de una deliciosa comida de un ambiente tranquilo y relajado las actividades muy buenas el personal del hotel es sumamente amable y sin olvidar el excelente servicio del mismo el personal de la piscina el señor rafael con su atencion y dedicacion a lo que hace , el staff de entretenimiento yudelkis una joven carismatica ,sexy body , thomas ,ergie el serñor cuevas cesar todos ustedes fueron parte de que yo pudiera disfrutar de una buenas vacaciones en general el hotel es muy bonito y tiene muy buena higiene . gracias por su atencion"
Melia Caribe Beach Resort,,October 2021,5,Congreso renovando el pacto 2021,"Excelente hotel, las habitaciones son espectaculares, el servicio y las atenciones del personal son 1 A, la comida riquísima en todos los restautantes que pude visitar, las piscinas todo el hotel me pareció espectacular. Muchas gracias por tratarnos tan bien."
Melia Caribe Beach Resort,,October 2021,5,Congreso renovando el pacto 2021,"Mi experiencia junto con mi amado esposo fue maravillosa, el servicio del hotel y su personal fue excelente muy atentos y muy amables. Lo recomiendo. Ya estamos planificando volver la familia entera pronto. Un ambiente agradable, acogedor, limpio. Las habitaciones muy confortables y amplias. Felicidades a ese gran equipo del Meliá."
Melia Caribe Beach Resort,,October 2021,5,Congreso Renovando el Pacto 2021,"Una gran experiencia la que pudimos vivir este fin de semana en este gran hotel, un hotel grande, con muy buen servicio en todos los sentidos buena comida, diversidad de áreas para todos los gustos. La mejor atención por parte de la gerencia de grupos principalmente por Alejandro. La pasamos espectacular. Felicidades."
Melia Caribe Beach Resort,,October 2021,5,Congreso de Parejas Renovando el Pacto 2021,"Una experiencia increible e inolvidable con atenciones memorables del personal. La habitación impecable, la cama y las almohadas un sueño. En cuanto a los alimentos muy variados y con opciones diferentes cada noche. Definitivamente que recomiendo 100%"
Melia Caribe Beach Resort,,October 2021,3,Congreso de Parejas Renovando el pacto,"Me gusto los Restaurantes, no había jabón en la habitación, muy poco mariscos en la comida, los empleados muy serviciales, la comida eta buena pero casi no tienen variedad, casi todos los días era el mismo menu"
Melia Caribe Beach Resort,"Santo Domingo, Dominican Republic",September 2021,5,Descripción de mi experiencia en el meliá.,"Excelente, muy buen servicio en todas las áreas, el personal muy amable y eficiente, las actividades muy entretenidas, el menú fue muy bueno, pero no había mucha variedad. La playa es super hermosa, me encantó."
Melia Caribe Beach Resort,"Santo Domingo, Dominican Republic",October 2021,5,Jorge Caraballo,Muy muy encantada con el servicio los tragos exelentes y creativos. Muy buena dinámica y trabajo en equipo encantadisima cuando vuelva al hotel iré a ese bar nuevamente y disfrutaré continúen así.....
Melia Caribe Beach Resort,"Santo Domingo, Dominican Republic",September 2021,5,Esta es tu opción si quieres pasar unas vacaciones maravillosas,"Me encantó! Solo tengo pequeñas quejitas pero nada que me hizo pasar mal rato. Buenas instalaciones, el personal maravilloso, limpieza increíble y el tema del covid lo toman bien en serio. Las habitaciones pueden ser mejores, puede haber más variedad. Volvería mil veces más"
Melia Caribe Beach Resort,"Santo Domingo, Dominican Republic",September 2021,5,Estancia muy recomendable,"Resort ideal para el descanso y desconexión. Piscina increíble. Maravilloso gimnasio para practicar deporte. Destaco a Jose Domínguez, personal del gimnasio. Súper atento y profesional. Playas de encanto."
Melia Caribe Beach Resort,"Santo Domingo, Dominican Republic",September 2021,5,Vacaciones Meliá 2021,"Mi esposo y mi hijo fueron un fin de semana familiar y también estábamos de aniversario , así que decidimos pasarla en el Meliá nos faltaron atracciones por disfrutar , espero para la próxima poder volver"
Melia Caribe Beach Resort,"Santo Domingo, Dominican Republic",September 2021,5,Todo excelente servicio,Muy buena experiencia todo me pareció bien se disfruta de un buen momento en familia y sobre todo hay mucho respeto para mi de verdad fue una gran experiencia muchas gracias por suave servicio un placer
Melia Caribe Beach Resort,"Santo Domingo, Dominican Republic",September 2021,5,Mi opinión sobre el resort,"Me pareció muy bien todo, sus servicios, la limpieza, la habitación y la amabilidad de su equipo. Y también me encantó lo cerca que estuvimos yo y mi familia de la naturaleza, presenciamos por primera vez lo que era ver en vida real los pavos reales. Muy bien sus servicios, sigan así!"
Melia Caribe Beach Resort,"Santo Domingo, Dominican Republic",September 2021,5,shaker bar jorge caraballo,"el señor jorge gue muy amable y hace los mejores cockteles d punta canaa en especial el mama juana, el lugar muy linfo the shaker!! lo recomiendo al 100% y tienen q si o si probarlo!!! me parece los mejores cockteles de todo el hotel!"
Melia Caribe Beach Resort,"Santo Domingo, Dominican Republic",September 2021,4,Consulta sobre The Level en Meliá Caribe,"Hola Alexia, quisiera saber si al alojarse en THE LEVEL en el Meliá Caribe, se pueden acceder también a los restaurantes de the Level pero del Meliá Punta Cana, y particularmente al Quimera y zona de playa? ( envíe correos pero nadie responde, por eso consultó por acá) gracias!"
Melia Caribe Beach Resort,"Santo Domingo, Dominican Republic",September 2021,1,De lo peor que conozco,"La recepción pésima, nos dieron una habitación que estaba ocupada, mucho tiempo perdido para buscar otra. Fuimos a comer snacks al restaurante Mercado lo cual no había casi comida, decian que ya iban a cerrar. Logramos conseguir algo de comida pero era pesima. No quiero volver más a hospedarme y tampoco lo recomiendo a nadie."
Melia Caribe Beach Resort,,September 2021,5,Amazing,"Me gusto mucho es muy bueno y la animación excelente con los chicos en especial tomas cordero, erngie El bar de la piscina siempre activo con buena música y el servicio top con yoheny, ulise perez, Karla Y los restaurantes son geniales con comida variada"
Melia Caribe Beach Resort,,September 2021,5,Jorge Carballo en bar Sapphire excelente,"Hemos tenido una experiencia estupenda en todos los bares del hotel. Los negroni que prepara dicho barman son espectaculares, muy recomendable pasar por el bar The Shaker o Sapphire a probar algunos de sus cocteles."
Melia Caribe Beach Resort,,September 2021,5,Jorge caraballo bartender,"Tuve una experiencia súper agradable y un buen servicio con Jorge , el mejor bartender, le doy un 10 plus , que bueno tener un personal como el Mis mejores deseos para el y el hotel para la otra vuelvo con la familia"
Melia Caribe Beach Resort,,September 2021,5,Animación 5*,"Yo y mi familia gozamos fue espectaculares , la vegetación del hotel es muy bonita la limpieza entretenida, los personales son muy atento a su trabajos De verdad me gusto y regresamos pronto, experiencia inolvidable, animación muy dinámico con tomas cordero, yudelkis, erngie, juanito"
Melia Caribe Beach Resort,,September 2021,5,Animaciones exelente,"No hay nada que criticar desde la llegada hasta mi último dia fue genial , bien recibido en la recepción, el bar de la playa con rafael, Ulises, domingo son muy activo, restaurante con comida variada todos los dias, animacion exelentes con Tomás cordero, yudelki, erngie ,juanito son geniales, regresaré pronto"
Melia Caribe Beach Resort,Dominican Republic,September 2021,5,Bar shaker Jorge caraballo,"Creo que es un muchacho muy audad, hace muy buenas piña colada, por otra parte Meliá es un bonito risor, hay mucha higiene, la comida es muy buena, me encanta las picina, la playa tiene muy buena retribución, las habitaciones son muy hermosa, el área verde está muy bonita,"
Melia Caribe Beach Resort,Dominican Republic,September 2021,5,Jorge caraballo bar shaker,Las mejor piña colada y un buen servicio meguta las pisina era busfe meguta las abitasion su paisaje me gusta de losbi meguta las tiene este es el mejor ripso megose mucho en las pisina y en las pralla
Melia Caribe Beach Resort,Dominican Republic,September 2021,5,INCREIBLE,"Preciosisimo hotel y los empleados super atentos y muy amables. Hemos estado de maravilla. Los desayunos han sido espectaculares con vistas al mar, y para cenar muy recomendable el restaurante mexicano. Repetiremos sin ninguna duda."
Melia Caribe Beach Resort,Dominican Republic,September 2021,3,Mi experiencia,"Estuvo bien, pero se quedó muy corto en el menú y sabor de comida, especialmente los postres que eran mediocres, muy limpio, jugos""naturales"" terribles y bebidas en general muy malas, solo nos permitieron usar los servicios del Merkado"
Melia Caribe Beach Resort,Dominican Republic,August 2021,5,Maravilloso hotel con un personal inmejorable,"Nuestra experiencia en el hotel ha sido un 10 de 10, se nos ha tratado muy amablemente y al menor problema el hotel y su personal se han esforzado en darle la vuelta a la situación y que nuestra estancia fuera inolvidable. Las habitaciones Deluxe son espaciosas y cómodas, y los jardines que rodean y abarcan todo el hotel son un espectáculo visual, darse un paseo por el hotel es super relajante. La piscina es el paraíso en la Tierra, por lo general es tan espaciosa y grande que no se oye nada mas que la música del bar de la piscina y el viento meciendo las palmeras, era fácil relajarse y quedarse en blanco libre de estrés y preocupaciones. El personal del hotel merece todos los elogios, son todos maravillosos. En esta reseña querríamos hacer hincapié en lo maravillosas que"
Melia Caribe Beach Resort,"Santiago, Chile",September 2021,5,Mejor bartender ever,Tuvimos la mejor experiencia en coctelería con Jorge Caraballo. El mejor bartender del caribe 👏🏻👏🏻👏🏻 Nuestros cócteles estaban increíbles y nos enseño un poco de cada trago. Gracias por tener esa dedicación especial y por hacernos esos cócteles inolvidables ❤️
Melia Caribe Beach Resort,"Santiago, Chile",September 2021,4,Lo recomiendo,"Me encanto las antenciones en el hotel, excepto el transporte que duraba mucho en llegar. Fuimos al Restaurante Riviera y la verdad la comida estuvo de maravilla. Una cosa importante, cuando llegamos habia mucha gente y nos recibió la encargada Sonia Sanchez, con amabilidad nos sentó y nos pidió disculpas si se tardaba mucho la cocina en llegar al comida a la mesa. Pero la verdad todo fue muy bien, la joven se le notaba la preocupación por el cliente hablando con nosotros y dandole pan a los demás de al lado. Pedimos postre, pero el restaurante no tenia, pero fueron tan amables con nosotros que nos buscaron del buffet. Recomendaria el hotel, pues si."
